"Premises","Hypothesis","GoldLabel"
"(a hole; filled; with water) ||| (A child; is sitting; in a hole)","The child is outside.","entailment"
"(a white dog; jumping; L:in the grass; T:after a Frisbee) ||| (a black dog; jumping; L:in the grass; T:after a Frisbee)","An energetic dog loves the thrill of the chase. And","entailment"
"(Two women; frolicking; L:in the water) ||| (Two women; undressing; )","The women are inside at the kitchen table.","contradiction"
"(a t - shirt; is slicing; tomatoes; on a dining table) ||| (A man in blue shorts; is slicing; tomatoes; on a dining table)","A person preparing food inside","entailment"
"(a man with glasses on in a long blue shorts; stands; in the road; L:in front of a blue car) ||| (a man with glasses on in a short black shirt; stands; in the road in front of a blue car)","The man is running on the track.","contradiction"
"(two women at child; playing; L:on the floor) ||| (a table; playing; L:on the floor)","woman kidnaps a puppy","contradiction"
"(a boy; are running; L:on the beach) ||| (A man; are running; L:on the beach)","A couple is running in the dirt.","contradiction"
"(A man; is discussing; with his colleagues) ||| (A man; is standing; )","The man is standing quietly near his colleagues.","contradiction"
"(the sand; carrying; a stick) ||| (A brown dog; runs; on the sand)","The dog is moving on the sand.","entailment"
"(A young brunette male in denim jeans; tossing; a basketball; on a basketball court) ||| (A young brunette male in a striped blue shirt; tossing; a basketball; on a basketball court)","A man is outside.","entailment"
"(a balcony; looking out; at the fauna outside) ||| (a balcony; looking out; at the trees outside) ||| (Eleven individuals; stand; at a balcony)","Developers assess the land where they plan to raze the flora.","neutral"
"(A man; wears; glasses) ||| (A man; wears; an orange hat)","the man is naked.","contradiction"
"(Asian people; dressed; some holding orange signs) ||| (Asian people; dressed; in costumes)","Asians holding signs in costume.","entailment"
"(at least one other guy; practicing as well; ) ||| (This man; is practicing; kickboxing, where there is at least one other guy)","A man is an athlete.","neutral"
"(a brown dog; are walking; through the woods) ||| (A black; are walking; through the woods)","The family dogs are out playing on the property their owners own.","neutral"
"(A child in a blue orange swim trunks; is; underwater) ||| (A child in a blue shirt swim trunks; is; underwater)","He is in a pool","neutral"
"(The brown dog; carries; a purple toy in the snow) ||| (The black dog; carries; a purple toy in the snow)","A dog playing outside.","entailment"
"(Many kids; are taking; notes) ||| (Many kids; are sitting; )","people sitting and writing","neutral"
"(a woman; are walking; down; an old cobblestone street) ||| (Two men; are walking; down; an old cobblestone street)","Two men are on their way to meet another man for drinks.","neutral"
"(A man in blue shirt; sits; outside a building next to a man) ||| (a man; wearing; a long - sleeved shirt) ||| (a man; wearing; gray slacks) ||| (A man in blue jeans; sits; outside a building next to a man)","Two men are in a courtroom.","contradiction"
"(a woman; are setting up; a dining room) ||| (A man; are setting up; a dining room)","They are dancing with each other.","contradiction"
"(three men; sitting; on steps) ||| (A woman in a pink shirt; walks; by three men)","Woman baking pizza for dinner","contradiction"
"(Two women; are standing; outside a large framed doorway) ||| (both; wearing; white coats)","The women are sleeping.","contradiction"
"(A man in jeans; mends; a blanket) ||| (A man in a brown shirt; mends; a blanket)","Man mending a jacket","entailment"
"(woman; are kissing; L:next to a train track) ||| (A man; are kissing; L:next to a train track)","A  woman gets ready to board a train.","neutral"
"(Kids; rollerblading; on ramps) ||| (Kids; scootering; )","They made a basket in the hoop.","contradiction"
"(I; enjoy; this dish) ||| (This dish; is; very tasty)","There is food in the dish.","entailment"
"(a harness; climbing; a rock wall) ||| (A young boy in a green shirt; is strapped; L:in a harness)","The rock wall is in use.","entailment"
"(A GI; waits; L:at an airport) ||| (A GI; relaxes; )","To get his blood pumping, the man did 100 jumping jacks.","contradiction"
"(white dog; running; L:in water) ||| (Tan; running; L:in water)","The dog is running out of the lake.","neutral"
"(their hands; touching; L:above their heads) ||| (A soccer team with blue jerseys; is huddled; together)","A team in pink and purple dances through the stands","contradiction"
"(a toddler; are looking; at a green fish in a small pond) ||| (A man; are looking; at a green fish in a small pond)","Two people are staring at a pond.","neutral"
"(A woman in a white dress; is standing; next to a little girl in a white dress) ||| (A woman in a white dress; is holding; flowers)","The woman is at a wedding.","neutral"
"(cowboy attire; being bucked; T:off of a white horse; L:at a rodeo) ||| (a man; dressed; in cowboy attire)","There is a man outside.","entailment"
"(A white dog; running; from under a yellow cover with a person behind them) ||| (A black dog; running; from under a yellow cover with a person behind them)","A dog has gotten away from its master.","neutral"
"(A man in jeans with white shoes; is jumping; high; L:off the ground) ||| (A man in jeans with glasses; is jumping; high; L:off the ground) ||| (A man in a black shirt; is jumping; high; L:off the ground)","A woman in a bar, holding a beer and a shot glass.","contradiction"
"(A couple; sit; on the grass with a stroller) ||| (A couple; sit; on the grass with a baby)","There are people standing outdoors","contradiction"
"(An Indian woman; is sitting; on the ground; L:amongst shrubbery) ||| (An Indian woman; is sitting; on the ground; L:amongst rocks) ||| (An Indian woman; is sitting; on the ground; L:amongst drawings)","A man is sitting on the ground","contradiction"
"(A man; plays; an instrument) ||| (A man; sits ourdoors; next to cardboard boxes)","A man is performing for cash.","neutral"
"(A female performer; is performing; L:in front of a crowd) ||| (A female performer; is; barefoot)","she isnt wearing any shoes","entailment"
"(a Frisbee; is; near the ground) ||| (A dog; is; on his hind legs)","Someone is out throwing a Frisbee with a dog.","entailment"
"(A woman in a red shirt; to deliver; a speech) ||| (a red shirt; poised; to deliver a speech)","The woman is going to give a speech on productivity","neutral"
"(Four band; playing; ) ||| (Four band members; singing; )","They run across the street","contradiction"
"(Three people in white costumes; talking; L:on the street) ||| (Three people in black costumes; talking; L:on the street)","People in costumes after a Halloween party.","neutral"
"(People; waiting; L:at a subway or train terminal) ||| (People; sitting down; )","People are waiting for public transportation.","entailment"
"(a woman; are jogging; on a sidewalk) ||| (A shirtless man; are jogging; on a sidewalk)","Two people eating yogurt at a cafe","contradiction"
"(a hat; sitting; on the ground) ||| (A man in a uniform with black sunglasses; stands; behind a man with a hat) ||| (a red shirt; sitting; on the ground) ||| (A man in a uniform with black sunglasses; stands; behind a man with a red shirt)","A uniformed man puts his hand on the shoulder of the sobbing man on the ground.","neutral"
"(A groomsman at a wedding; is showing off; hula - hooping skills; L:in front of the bridesmaids) ||| (A groomsman at a wedding; is showing off; hula - hooping skills; L:in front of the cameras)","A man in a wedding party is playing with a hula hoop.","entailment"
"(heels; walk; down a street) ||| (Two middle - aged women in print dresses; walk; down a street)","The women have purses slung over their shoulders.","neutral"
"(a man in black swim trunks; are jumping; L:in the water; L:at the beach) ||| (A woman in a pink bikini; are jumping; L:in the water; L:at the beach)","Two people of opposite gender are outdoors and getting wet.","entailment"
"(A man in a black vest; is playing; an electric guitar) ||| (A man in a white shirt; is playing; an electric guitar)","the man is in a band","neutral"
"(2 black poodles; are playing; L:on the grass) ||| (A white poodle; are playing; L:on the grass)","Two dogs relax on the sofa.","contradiction"
"(the man; holding; the microphone) ||| (One man; showing; flash card; to the man)","Two women singing into a microphone.","contradiction"
"(A man in a brown jacket; is looking; at plants in a garden) ||| (A man in a brown jacket; is standing; )","The man admires his plants.","neutral"
"(Ballplayers in white uniforms; playing; baseball) ||| (Ballplayers in white uniforms; are; on the field) ||| (Ballplayers in blue uniforms; playing; baseball) ||| (Ballplayers in blue uniforms; are; on the field)","There is a basebal game about to happen and the boys warm up.","neutral"
"(Two black dogs; are jumping; a fence) ||| (Two brown dogs; are jumping; a fence)","Dogs trespassing into private property","neutral"
"(another; wearing; an elf hat; L:in the locker room) ||| (One boy; laughs; at another)","The boy in the baseball cap sits in the dugout.","contradiction"
"(a street; wearing; a white striped shirt) ||| (a street; wearing; a black striped shirt) ||| (a young man; skateboarding; L:on a street)","The young man is listening to music as he skateboards down the street.","neutral"
"(A band; performs; a song; L:on a stage in front of green spotlights) ||| (A band; performs; a song; L:on a stage in front of red spotlights)","People are singing.","neutral"
"(one women; walk; L:on the sand of a beach) ||| (Two men; walk; L:on the sand of a beach)","There is a couple holding hands.","neutral"
"(A man with a white shirt; is sitting; at a table; L:in a room with posters along the blue wall) ||| (A man with a white shirt; is sitting; at a table; L:in a room with other people along the blue wall)","There are people indoors.","entailment"
"(someone; dressed; in a panda costume) ||| (A lady in a zebra-striped coat; is interacting; with someone)","the lady is a furry","neutral"
"(a curb; working; on something) ||| (Two men; bent; over a curb)","Two people are standing up looking at a parade.","contradiction"
"(A man under the black hood of a camera; standing; close to an RV) ||| (A man under the black hood of a camera; standing; close to vehicles)","A man packs up his camping gear.","contradiction"
"(Two; smiling; ) ||| (Two young ladies; are sitting; in some yellow flowers)","The ladies are wearing sun bonnets.","neutral"
"(stage; backed up; by one man on one man on drums) ||| (stage; backed up; by one man on guitar) ||| (A woman; singing; L:on stage)","A group of people perform on a stage.","entailment"
"(A shirtless skateboarder; flying; over a small, colorful ramp) ||| (A shirtless skateboarder; is; in midair)","The skateboarder is getting a terrible sunburn.","neutral"
"(A man in a white cap; is standing; in front of a large picture of a man) ||| (A man in an orange coat; is standing; in front of a large picture of a man)","There are no paintings.","contradiction"
"(one; is wearing; an animal costume) ||| (Two girls; are sitting; on the ground)","The girls are friends.","neutral"
"(a dirt road; having; fun) ||| (Group of american camel riders on a dirt road; smiling; )","A group of people asleep.","contradiction"
"(a nature pathway; pushing; a small child; in a red stroller) ||| (A family; walks; down a nature pathway)","A family is going on a hike together.","neutral"
"(his local skate park; surrounded; by palm trees) ||| (The teenager; is attempting; a skateboard trick; L:at his local skate park)","The kid is trying to do a kickflip on his skateboard.","neutral"
"(A woman; looking; at her phone) ||| (A woman; is sitting; on a bench)","woman plays a game","neutral"
"(a boy; perform; a street show for the tourists) ||| (the tourists; passing by; ) ||| (Two men; perform; a street show for the tourists)","Street performers are in town.","entailment"
"(a woman; share; a kiss on the beach) ||| (A man; share; a kiss on the beach)","A married couple renew their wedding vows.","neutral"
"(one of them; giving; the peace sign) ||| (Three people; are standing; on a sidewalk with one of them)","A group of protesters stand together promoting peace.","neutral"
"(A man in jeans; is dancing; with a woman in a white dress; L:in the street) ||| (A man in jeans; is dancing; with a woman in a blue dress; L:in the street) ||| (A man in a red shirt; is dancing; with a woman in a white dress; L:in the street) ||| (A man in a red shirt; is dancing; with a woman in a blue dress; L:in the street)","A man is breakdancing in a gym.","contradiction"
"(a railing; looking; at the view of a city) ||| (Nine teenagers; leaning; over a railing)","Nine teenagers are skateboarding in the dark.","contradiction"
"(several young boys; wearing; red life jackets; L:on a raft) ||| (several young boys; wearing; blue life jackets; L:on a raft) ||| (several young boys; wearing; blue helmets; L:on a raft)","The young boys are in a casino.","contradiction"
"(Many people; socialize; L:in groups inside a restaurant) ||| (Many people; sit; )","A group of people are in a restuarant","entailment"
"(Two; are sitting; next to a white bicycle) ||| (Two white dogs; are looking out; into the street)","Two no-nonsense cats keep a close eye on the priceless jewelry.","contradiction"
"(his armored vehicle; parked; under a bridge) ||| (a soldier; crouches; L:next to his armored vehicle)","The vehicle is laying low from enemy forces.","neutral"
"(A man in a white cowboy hat; is pointing; at a piece of paper) ||| (A man in a white cowboy hat; is sitting; in front of a microphone)","A man is near a music equipment.","entailment"
"(a man; wearing; a red turban) ||| (Three children; bring; tires; up a dirt road toward a man)","Kids rolling tires.","entailment"
"(Two girls; upside down taking; pictures) ||| (Two girls; are swinging; on tires swings)","Nobody is swinging.","contradiction"
"(A man; is dislodging; rocks; from his bulldozer) ||| (A man; is dislodging; dirt; from his bulldozer)","The man is working at a diamond pit mine pit.","neutral"
"(A young boy; opens; a present ripping out the yellow tissue paper) ||| (A young boy; opens; a present ripping out the pink tissue paper)","The boy is slapping his mother.","contradiction"
"(the girl; is playing; an instrument) ||| (A man; is singing; )","A man and a girl are performing music for a crowd.","neutral"
"(A female woman; has; a determined look on her face) ||| (A female woman; has; a basketball in her hands)","The woman is skiing down the slope.","contradiction"
"(A person in brown hoodie , with a backpack; walks; on a sidewalk with signs in Chinese) ||| (A person in baggy pants , with a backpack; walks; on a sidewalk with signs in Chinese)","The person walks along the sidewalk in China.","neutral"
"(A young girl in leopard print; holding; a spatula; T:while cooking pancakes) ||| (A young girl in leopard print; stands; in the kitchen)","The girl is making food.","entailment"
"(A girl in a white shirt; is pointing; at an object) ||| (A girl in a white shirt; is holding; a ball)","A girl is playing baseball.","neutral"
"(A man in a white shirt; shows; concern for a girl in a suv) ||| (A man in a blue shirt; shows; concern for a girl in a suv)","A man running on the ground","contradiction"
"(A man in a yellow jacket; stands; in a street; with people behind him on the sidewalk) ||| (a yellow jacket; holding; a religious sign) ||| (A man in a blue jacket; stands; in a street; with people behind him on the sidewalk) ||| (a blue jacket; holding; a religious sign)","The man sits alone with his sign.","contradiction"
"(a dirt field; walking; with a stick in his hands) ||| (a young man; is; in a dirt field)","A person walking outside.","entailment"
"(hats along with white boots; are walking; L:along a street) ||| (Two men in blue uniforms along with white boots; are walking; L:along a street)","Two men are sitting down for lunch","contradiction"
"(A small child around eight years old; overlooking; a picturesque forest below him) ||| (A small child around eight years old; sits; on top of a rock)","they are in a space ship","contradiction"
"(A youth soccer game , with the other in yellow; is contested; L:on a grass field) ||| (A youth soccer game , with one girl primarily in black; is contested; L:on a grass field)","One team is in the lead","neutral"
"(A soccer team in black uniforms; poses; for a picture on the field) ||| (A soccer team in yellow uniforms; poses; for a picture on the field)","A team having their photo taken.","entailment"
"(one of them; performing; a jump trick) ||| (Two guys; riding; skateboards; with one of them)","Two guys at the skate park.","neutral"
"(eyes; focused; on the road ahead) ||| (A biker in motorcycle trials; runs; through the mud of the circuit)","The biker is riding the motorcycle in a hot air balloon.","contradiction"
"(A man; services; a white hot rod dragster car) ||| (A man; services; a red hot rod dragster car)","A man is working on a motorcycle.","contradiction"
"(A young woman; smiling; ) ||| (A young woman; is wearing; dress clothes; L:in a wooded area)","Young man in sports attire poses in a field","contradiction"
"(this photo; holding; beers) ||| (several young people; posing; for this photo)","Some kids are studying in the library.","contradiction"
"(an Asian guy; have; blood stains; L:on their neck) ||| (an Asian guy; have; blood stains; L:on their face) ||| (A blond lady; have; blood stains; L:on their neck) ||| (A blond lady; have; blood stains; L:on their face)","A man is washing his clothes.","contradiction"
"(A man with a gold costume; smoking; a cigarette) ||| (A man with a gold costume; is standing; in a street) ||| (A man with a red costume; smoking; a cigarette) ||| (A man with a red costume; is standing; in a street)","The man is going to his first cosplay festival.","neutral"
"(a cart; being drawn; by a horse; down a cobblestone street) ||| (Two men; sitting; on a cart)","The men are on their way to the castle","neutral"
"(A group of adults; playing; a game of cards) ||| (A group of adults; are sitting; around a table)","The adults are playing poker.","neutral"
"(Several holding cameras; to record; something) ||| (Several Asian people on the street; are looking up; )","People see a UFO flying by and are recording it.","neutral"
"(A young boy with a blue striped gray sweatshirt; is playing; with Legos) ||| (A young boy with a blue vest; is playing; with Legos)","A boy is building something for his parents with toys.","neutral"
"(Two men; smiling; ) ||| (Two men; holding; an oversized check from Bollywood Dreams for Unicef)","The men are swimming across the ocean.","contradiction"
"(A woman; is enjoying; the ocean scenery) ||| (A woman; is riding; her bike)","Multiple people are riding bikes.","neutral"
"(A man in an orange apron; ostentatiously presenting; a plate of food) ||| (A man in an orange apron; standing; in a kitchen)","A man sits in the liviing room and watches Animal Planet.","contradiction"
"(A blond baby girl in green; holding; a box) ||| (A blond baby girl in green; is walking; )","the baby is big","neutral"
"(A crowd of children; mill; about; L:in a poor country) ||| (A crowd of women; mill; about; L:in a poor country)","A crowd of people are protesting their government.","neutral"
"(the city; communicating; with one another) ||| (Two women; walking; down the sidewalk in the city)","the women are outside","entailment"
"(a black dog; are running; ) ||| (A brown; are running; )","Animals running.","entailment"
"(A group of children; is clustered; L:in a sunny area with a statue) ||| (A group of children; is clustered; L:in a sunny area; with benches) ||| (A group of women; is clustered; L:in a sunny area with a statue) ||| (A group of women; is clustered; L:in a sunny area; with benches) ||| (A group of men; is clustered; L:in a sunny area with a statue) ||| (A group of men; is clustered; L:in a sunny area; with benches)","There is more than one child.","entailment"
"(A homeless man; reading; a newspaper; with a funny cardboard sign) ||| (A homeless man; is sitting; outside a store)","the man is fully fed in the cafe","contradiction"
"(a gentleman; are talking; L:on the street in Europe) ||| (Two elderly ladies; are talking; L:on the street in Europe)","Some people are watching movie.","contradiction"
"(An oriental woman; is smiling; T:while surrounded by an array of similar trays of fruit in a colorful display) ||| (An oriental woman; is handling; a tray of fruit)","A fruit tree is in a field.","contradiction"
"(Couple; kissing; L:in a man with red shirt in the background) ||| (Couple; kissing; L:in a rail car)","The couple is kissing in an automobile.","contradiction"
"(star; dressed; in old man hat) ||| (star; dressed; in a suit) ||| (A musician; playing; guitar; L:on star)","A person is strumming an instrument.","entailment"
"(a woman; sit; on a curb in the shade) ||| (A man; sit; on a curb in the shade)","They found a shady spot to sit.","entailment"
"(2 women; playing; a violin) ||| (2 women; playing; a blue guitar) ||| (2 women; are standing; in a street)","There is a blue guitar and a violin left by the side of the road.","contradiction"
"(an older female; posing; in smoke) ||| (an older female; is standing; on the street)","Nobody is posing.","contradiction"
"(suburban street; lined; with light poles) ||| (People; walking; down suburban street)","The people are asleep.","contradiction"
"(A blond - haired child; nestled; amongst cushions) ||| (A blond - haired child; nestled; amongst pillows) ||| (A blond - haired child; sleeps comfortably; )","The blond hair kid is a sleep in the oillows and cushions.","entailment"
"(a red cylinder; reading; clearance) ||| (A white-haired, bearded man stands; leans; against a low wall next to a red cylinder)","The man is looking at his phone.","contradiction"
"(another woman in a navy blue jacket; are overlooking; a mountain range) ||| (A woman in a denim jumper; are overlooking; a mountain range)","The women are swimming in a lake.","contradiction"
"(A man; plays; a wind instrument) ||| (A man in a black hooded jacket; stands; next to a tree)","The man is playing music in a park.","neutral"
"(A person; avoids; the spill of paint) ||| (A person; crosses; the street)","Someone spilled paint in the road in an attempt to ruin this person's clothes.","neutral"
"(some food; wearing; a brown shirt) ||| (White man; holding; a paper plate; with some food)","The man is holding a cup of water.","contradiction"
"(A man in a black pants; stands; in a sunny alley) ||| (A man in a white shirt; stands; in a sunny alley) ||| (A man in a black vest; stands; in a sunny alley)","The man is going for a jog.","contradiction"
"(A black man in a head wrap; works; L:outside; shoveling a sand from a yellow truck on to a road) ||| (he; is surrounded; by plums of dust) ||| (he; is surrounded; by shrubs) ||| (he; is surrounded; by green grass) ||| (A black man in a tan sarong wrap; works; L:outside; shoveling a sand from a yellow truck on to a road)","Nobody is shoveling","contradiction"
"(People; are working; on computers in an office with white walls) ||| (People; are working; on computers in an office with gray carpet)","The walls are red.","contradiction"
"(the crowd; watches; ) ||| (A man; uses; a child; as a volunteer) ||| (A man in a white jacket; puts; on a public magic show)","A group of people are watching a show.","entailment"
"(a man; looking out; onto an airfield) ||| (a man; are; in an air - traffic control tower) ||| (A woman; looking out; onto an airfield) ||| (A woman; are; in an air - traffic control tower)","Two people work in air-traffic control.","entailment"
"(A group; to be participating; in a ceremony) ||| (A group; appear; ) ||| (A group of people in matching native costume; are assembled; )","People dressed in homeland garb are gathered together.","entailment"
"(Players in the white uniforms; are standing; on a soccer field) ||| (Players in the red uniforms; are standing; on a soccer field) ||| (bystanders; are standing; on a soccer field)","An angry mob has swarmed the field","neutral"
"(A man; is banging; on pans in his kitchen) ||| (A man; is banging; on pots in his kitchen)","The man hasn't made any noise all day.","contradiction"
"(A man in a white shirt; looks; around; at a market stand) ||| (a market stand; carrying; accessories) ||| (a market stand; carrying; purses) ||| (a market stand; carrying; belts) ||| (A man in jean shorts; looks; around; at a market stand)","The man is walking on the moon.","contradiction"
"(various professionals; consult; their laptops; L:At a long conference table in an office) ||| (various professionals; consult; their papers; L:At a long conference table in an office)","People are seated around the conference table.","neutral"
"(Five women; having; a good time) ||| (Five women in a room; talking; )","There are people indoors.","entailment"
"(a boy; dressed up; as an elephant) ||| (A woman; is holding; the hands of a boy)","there is no boy in an elephant costume with a lady","contradiction"
"(mask; stands; behind a series of wires next to a flag) ||| (A man in a jacket; stands; behind a series of wires next to a flag)","The man is wearing a red jacket.","neutral"
"(The football players in red; are attempting; a play against those in gold) ||| (The football players in red; are attempting; a play against those in white) ||| (The football players in red; are attempting; a play against those in purple)","The two teams are playing baseball.","contradiction"
"(a group; holding; a few papers) ||| (A young man; is standing; in front of a group)","A man reads names off a list as a crowd eagerly waits for their name to be called.","neutral"
"(Students; sit; in a classroom; with red desks) ||| (Students; waving; at the camera) ||| (Students; sit; in a classroom; with green walls)","There are students sitting in the classroom.","entailment"
"(Two women from Florida experience snow for the first time; jumping; for joy; L:at the feel of the cold , wet northern treasure) ||| (Two women from Florida experience snow for the first time; jumping; for joy; L:at the sight)","There is a snowman in the background.","neutral"
"(A man; looking; at a plant in his hand) ||| (A man; is standing; in a field)","A guy is examining a small plant.","entailment"
"(Several people; looking; over a ledge) ||| (Several people; standing; )","A person falls over a ledge.","neutral"
"(A man; is wearing; a black flannel shirt) ||| (A man; is wearing; a green flannel shirt) ||| (A man; is wearing; a red flannel shirt) ||| (he; has; a beard) ||| (A man; playing; a keyboard)","Twin girls dressing alike for school.","contradiction"
"(another; waits; his turn) ||| (A boy; writes; L:in marker; L:on a large sheet of paper)","A kid is using a marker on a big paper.","entailment"
"(a snow; covered; road) ||| (A young boy; rides; a bike; down a snow)","The boy's bike is unrideable.","contradiction"
"(A girl; listens; to music; L:on a bus) ||| (A girl; reads; )","The girl is on a bonus reading.","entailment"
"(the beach; carrying; her shoes) ||| (A blond woman in blue shorts; walks; L:on the beach)","A person walking outside on a sunny day.","entailment"
"(a bike; is stuck; in a tree) ||| (Girl rest on a tree root; is stuck; in a tree)","The girl is resting.","entailment"
"(A woman; faces; a large building) ||| (A woman; faces; train tracks) ||| (A woman; sits; on a bench next to a pay phone)","The car driver is taking a right turn.","contradiction"
"(a blue shirt; talking; to them) ||| (Three people; cleaning; a woman; L:in a blue shirt) ||| (Three people; cleaning; windows)","Some people clean windows while a woman talks.","entailment"
"(a white shirt; is sitting; on a bench next to the girl in the black tank top) ||| (The girl with red sunglasses; is sitting; on a bench next to the girl in the black tank top)","A fat girl is sitting next to a pretty, skinny girl.","neutral"
"(blue shirt; is standing; behind a wooden pole) ||| (A child in a black hat; is standing; behind a wooden pole)","the child is watching a dog","neutral"
"(other vehicles families; are sitting; under canopies) ||| (Minivans families; are sitting; under canopies) ||| (other vehicles; are parked; beside the road) ||| (Minivans; are parked; beside the road)","The families are sitting in the shade.","entailment"
"(a snow; covered; walkway; T:at night) ||| (A person; walking; along a snow)","The person is male.","neutral"
"(a boy; are playing; L:on a big drum) ||| (A young laughing girl; are playing; L:on a big drum)","Two young children are playing indoors on a video game console.","contradiction"
"(A pitcher in a white uniform in a baseball game; has just thrown; the ball) ||| (A pitcher in a red uniform in a baseball game; has just thrown; the ball)","The man in the green and white striped uniform just threw a ball to second base.","contradiction"
"(A boy; jumps; L:in the air; over the couch) ||| (A boy; smiles; L:at the camera)","A young boy wanted his picture taking while jumping his highest.","neutral"
"(both hands; poised; in proper keyboarding position) ||| (A smiling man of Asian descent; is sitting; in his slightly-untidy cubicle; L:at a desktop computer with several windows open)","A man is writing with pen and paper.","contradiction"
"(A motorcycle rider; to sand up; on the seat of his white motorcycle) ||| (A motorcycle rider; starts; )","There is a man on a white motorcycle.","entailment"
"(a guitarist; are pictured; L:in this concert photo) ||| (this concert photo; performing; one of their songs) ||| (A lead singer; are pictured; L:in this concert photo)","The lead singer and the guitarist are members of a very popular band.","neutral"
"(a room; filled; with other knitters) ||| (A woman; is; at the beginning stage of knitting something amazing in a room)","a woman is running a marathon","contradiction"
"(a pink hotel; holding; a yellow bag) ||| (A man; is walking; L:in front of a pink hotel)","The man is outside.","entailment"
"(an alley; carrying; a black bag) ||| (An older woman; is walking; down an alley)","There is a women walking outdoors looking for her dog","neutral"
"(a young lady; walk; through a field near the water) ||| (Two young men; walk; through a field near the water)","The people are walking near the water to go for a swim.","neutral"
"(Women of different ethnicities; holding; yellow darts) ||| (Women of different ethnicities; holding; red darts) ||| (Women of different ethnicities; stand; in a room)","All of the women are blonde.","contradiction"
"(The man in the blue shirt; is wearing; a name tag) ||| (the blue shirt; standing; by the bar)","the man is sitting at the bar watching the game","contradiction"
"(bagged apples; are sitting; in bins; L:on a table) ||| (Watermelons; are sitting; in bins; L:on a table)","There are fruits in a bin.","entailment"
"(girl; are hiding; L:in tall grass) ||| (A young boy; are hiding; L:in tall grass)","a giant snake is in the grass","contradiction"
"(an Asian guy; have; blood stains; L:on their neck) ||| (an Asian guy; have; blood stains; L:on their face) ||| (A blond lady; have; blood stains; L:on their neck) ||| (A blond lady; have; blood stains; L:on their face)","Two people have blood on their skin.","entailment"
"(rapids; lined; with rocks) ||| (A person; canoeing; down rapids)","A boy is sailboating.","contradiction"
"(A smiling elderly Asian man; irons; a white shirt inside a tailoring shop with sunlight) ||| (sunlight; streaming; into the room; through the window)","A man is ironing a shirt for one of his oldest customers.","neutral"
"(a small store; called; Jump Shop) ||| (Customers; view; items in a small store)","the small store sells equipment to make you jump higher","neutral"
"(Dog; red; wooden ramp) ||| (Dog; climbing; over) ||| (Dog; climbing; up)","The dog has four legs.","neutral"
"(The animals; look; very healthy) ||| (The animals; look; very happy)","The animals are in excellent health.","entailment"
"(A man in a green tie; walks; L:on a street) ||| (A man in a brown coat; walks; L:on a street)","The man is asleep.","contradiction"
"(a bucket; filled; with water) ||| (A little girl; dips; her hair; into a bucket)","The girl is trying to wash her hair.","neutral"
"(black hair; holding; a camera; L:next to a woman with black hair) ||| (black hair; holding; a camera; L:next to a man)","The young man is holding his camera next to an old couple waiting for the bus.","neutral"
"(a woman; are dancing; with their hair up) ||| (A man; are dancing; with their hair up)","Some couple sitting by the bar.","contradiction"
"(women on stage; holding; poles) ||| (Men on stage; performing; ) ||| (Men on stage; holding; poles with colors)","The man and woman are tandem-biking through the park.","contradiction"
"(a bubble bath; enjoying; themselves) ||| (The group of young people; are; in a bubble bath)","One adult bathes alone.","contradiction"
"(Some staff members in yellow shirts; help out; with local kids in crafts activities) ||| (Some staff members in yellow shirts; help out; with local kids in arts activities)","There is a community arts and crafts camp.","neutral"
"(black coat; pushing; a cart full of bags on a travelator) ||| (A man with glasses; pushing; a cart full of bags on a travelator)","A man is walking inside a tunnel.","entailment"
"(other people; have; a conversation in the background) ||| (Two doctors; are performing; surgery; L:on a patient)","The doctors are playing golf.","contradiction"
"(A woman in black pants; is pushing; someone in a wheelchair down a tree) ||| (a tree; lined; street; T:on a sunny day) ||| (A woman in a brown shirt; is pushing; someone in a wheelchair down a tree)","The woman is pushing the person in a wheelchair towards a bathroom.","neutral"
"(Two men; looking; at each playing pool) ||| (Two men; looking; at each other)","A couple of men are in the pool cooling off.","neutral"
"(A man; is eating; drinking water) ||| (A man; is eating; lunch)","A man is working out at the gym.","contradiction"
"(a woman; holding; a shovel) ||| (a woman; sweeping; ) ||| (A woman; sitting; )","girls doing the household work","entailment"
"(Many youth; congregate; L:in the presence of a white building) ||| (Many youth; congregate; L:in the presence of a picnic table)","A crowd of teens are protesting.","neutral"
"(a woman in a salmon - colored jacket; are looking; at goods; L:in an Asian grocery store) ||| (An East Asian man in a black jacket; are looking; at goods; L:in an Asian grocery store)","A man and woman are looking to buy groceries.","neutral"
"(sunglasses; looks; at some produce in an outdoor market) ||| (A woman in a hat; looks; at some produce in an outdoor market)","A lady in is looking at fruits and vegetables in a market.","entailment"
"(People; relaxing; clothing) ||| (People; hanging out; L:on the beach; L:in bathing suits)","Friends at the local sports bar","contradiction"
"(An Asian woman; working; a line; L:in an white shirt) ||| (an orange shirt; working; a line)","A woman is doing her job.","neutral"
"(Eleven black uniformed boys; sitting; in a circle in one part of a gym with a man in the middle) ||| (green uniformed boys; sitting; in a circle in one part of a gym with a man in the middle)","Eleven boys sit in a circle around their soccer coach","neutral"
"(A male with glasses; plays; a type of horn) ||| (A male with blond - hair; plays; a type of horn)","A man playing the guitar.","contradiction"
"(a young girl; are looking; a fish; L:in pool at a shopping mall) ||| (An older man; are looking; a fish; L:in pool at a shopping mall)","There pool is empty.","contradiction"
