"Premises","Hypothesis","GoldLabel"
"(An older person; selects; a cheese) ||| (An older person; opens; a glass)","An elderly man is picking out some cheese.","entailment"
"(A man in a blue sweater; is playing; a Nintendo Wii) ||| (A man in a blue shirt; is playing; a Nintendo Wii)","The shirt is green","contradiction"
"(a stone wall; overlooking; the ocean) ||| (Couple; sitting; on chairs; L:by a stone wall)","a couple eating lobster","contradiction"
"(a parking ticket; stuck; to its window) ||| (A man in a black coat; walks; past a red spaceship with a parking ticket)","A spaceship is parked on the wrong side of the road.","neutral"
"(both; make; humorous faces) ||| (A couple; sitting; on a couch)","The couple are sharing a moment together.","entailment"
"(dark brown dog; are running; L:in the green grass) ||| (The light brown dog; are running; L:in the green grass)","The dogs a catching a tennis ball.","neutral"
"(Four women; posing; for a picture) ||| (Four women; are standing; together)","Women washing hair","contradiction"
"(a red jacket; is posing; with one hand; on the ground) ||| (A young man in sneakers; is posing; with one hand) ||| (the other; raised; L:in the air)","There is a young man wearing his varsity jacket while he poses for his senior photo.","neutral"
"(woman; are walking; L:on a street past a Coffee & Tea shop) ||| (An overweight man; are walking; L:on a street past a Coffee & Tea shop)","A slim man is reading the newspaper alone","contradiction"
"(one young woman; are standing; around a table; L:at a bowling alley) ||| (Six young man; are standing; around a table; L:at a bowling alley) ||| (one young woman; are sitting; ) ||| (Six young man; are sitting; )","There are many people standing around a table.","entailment"
"(a platform; doing; work; to a building) ||| (Some construction workers; are; on a platform)","The construction workers are eating lunch.","contradiction"
"(the sidewalk; carrying; stuff; to their next destination) ||| (Several people; walking; down the sidewalk)","The people walk together.","entailment"
"(tie; is being interviewed; L:in a warehouse retail store; by the man in blue jeans) ||| (The man in the jacket; is being interviewed; L:in a warehouse retail store; by the man in blue jeans)","A man in a bathing suit getting into a hot tub with a girl in a bikini.","contradiction"
"(We; won; the money) ||| (We; won; the race)","we lost in dead last and went home penniless","contradiction"
"(A man; is jumping; around) ||| (A man; is; in the ocean)","A drowned man is floating on the water.","contradiction"
"(A crowd of people; stand; in front of a red building) ||| (people; sporting; umbrellas)","the people are inside","contradiction"
"(A boy with a backpack; sits; on points) ||| (A boy with a backpack; sits; on a trail)","the boy is pointing at something","entailment"
"(A singer; is kneeling; down; L:next to a microphone) ||| (A singer; is; on stage)","A man on stage plays the banjo.","contradiction"
"(woman; kissing; T:on their wedding day) ||| (A man; kissing; T:on their wedding day)","A husband and wife celebrate their marriage with a kiss.","entailment"
"(A large group of people; are smiling; T:for the camera) ||| (A large group of people; are dining; L:in a restaurant)","The people are celebrating at a restaurant.","neutral"
"(A man; is playing; a singing; into a microphone) ||| (A man; is playing; a small guitar - like instrument)","A man is preforming a song.","entailment"
"(Woman; viewing; a lottery ticket in China) ||| (Man; viewing; a lottery ticket in China)","They win the lottery.","neutral"
"(A white dog; is jumping; over a hurdle) ||| (A black dog; is jumping; over a hurdle)","The dog is rolling around on the ground.","contradiction"
"(woman; are standing; beside a bicycle; L:on the grass) ||| (Three smartly dressed man; are standing; beside a bicycle; L:on the grass)","A group of people in exercise clothes are running along the beach.","contradiction"
"(Gardening; is relaxing; ) ||| (Gardening; is; fun)","Gardening can relax you.","entailment"
"(shipping containers; create; a roadway for the worker) ||| (the worker; driving; the vehicle) ||| (The dollies; create; a roadway for the worker)","The man is driving a forklift to unpack a shipping container.","neutral"
"(a little boy; walks; to the side of her) ||| (A woman; walks; )","The mother is pushing the boy in the stroller.","contradiction"
"(umbrellas; shielding; the sun) ||| (Ladies; shopping; with umbrellas)","These women are holding umbrellas.","entailment"
"(woman; are sitting; at a table; with a Jenga game in front of a few beer bottles) ||| (woman; are sitting; at a table; with a Jenga game in front of them) ||| (A man; are sitting; at a table; with a Jenga game in front of a few beer bottles) ||| (A man; are sitting; at a table; with a Jenga game in front of them)","A man and women compete in a Jenga tournament.","neutral"
"(the boy; smiles; T:while being pushed along the sidewalk) ||| (A woman; pushes; a stroller)","A woman taking her child for a ride in the park.","neutral"
"(a harness; touches; the ground) ||| (A tattooed man in construction equipment; touches; the ground)","The man with  tattoos is wearing a harness.","entailment"
"(Male football player in white uniform dodges; tackle; of another player) ||| (Male football player in orange dodges; tackle; of another player)","There were not enough players to play the game so it was cancelled.","contradiction"
"(two average - sized men; sit; on a bench; with their heads as far back) ||| (they; will go; ) ||| (An obese man; sit as far back; on a bench)","Three women are standing on a bench.","contradiction"
"(Two; are looking; each other; L:in the eye) ||| (Two foreign men; have; teacups in hands)","The two men are sitting down.","neutral"
"(a woman; are; in a parking lot) ||| (a parking lot; moving; some seats) ||| (A man; are; in a parking lot)","the man iand woman were making room for someone else.","neutral"
"(A blond female athlete; is elegantly balancing; with her legs) ||| (A blond female athlete; is standing; on hands)","A woman is walking with her hands.","neutral"
"(their parents; are waiting; by the steps) ||| (The children; are waiting; by the steps)","A family stands near a building's steps.","entailment"
"(other people; looking; on) ||| (Many people; walking together; L:on pavement near a brick building with other people)","A group of people are heading towards the building's entrance.","neutral"
"(the metal milkshake; serving; cup) ||| (a teenager; drinks directly; out of the metal milkshake; L:In a restaurant)","The old man is throwing a frisbee.","contradiction"
"(a young boy; are wearing; green pillowcases; L:on their heads) ||| (A man; are wearing; green pillowcases; L:on their heads)","Two men are lying in bed.","contradiction"
"(the pitchers mound; whispering; to one another) ||| (Two baseball players; standing; at the pitchers mound)","The players are talking strategy","neutral"
"(young girl; eat; a meal on a city street) ||| (A man; eat; a meal on a city street)","Two people are eating a meal.","entailment"
"(performers on stage; supporting; dancing) ||| (performers on stage; supporting; log poles)","The ballerinas in the studio are dancing gracefully","contradiction"
"(Three men in white helmets; hold; onto a silver handrail next to a busy street) ||| (Three men in black jackets; hold; onto a silver handrail next to a busy street)","Three men are playing soccer indoors.","contradiction"
"(several other people; prepare; food) ||| (A smiling woman; prepare; food) ||| (several other people; wear; blue aprons) ||| (A smiling woman; wear; blue aprons)","A person smiles and is around other people.","entailment"
"(the air; attempting; to land on a snow mound) ||| (A snowboarder; is flying; L:in the air)","A skateboarder grinding on a rail.","contradiction"
"(A man; standing; in a kitchen with silverware drawer open) ||| (A man; standing; in a kitchen with dishwasher drawer open)","A man standing in a garden, far away from the house.","contradiction"
"(brown snowsuit; is jumping; on a snowy slope) ||| (Snowboarder; wearing; cream)","they are snowboarding","entailment"
"(Several young people; drinking; beverages; L:at some kind of outdoors gathering with food) ||| (Several young people; are standing; around)","Young people in a concert hall.","contradiction"
"(The large white dog; is running; through the snow) ||| (The large brown dog; is running; through the snow)","The dog is feeling kind of cold.","neutral"
"(A man; wearing; jeans; L:at a market) ||| (A man; wearing; hat; L:at a market) ||| (A man; wearing; a jacket; L:at a market)","Nobody is at the market","contradiction"
"(A bicyclist; is attempting; a trick over a jump nearby a wooden building) ||| (A bicyclist; is attempting; a trick over a jump nearby a bush)","A man is riding a bicycle.","neutral"
"(a boat; watching; the water) ||| (People; sit; in a boat)","People are sitting in one of the Great Lakes.","neutral"
"(A bunch of children; are working together; on construction) ||| (A bunch of adults; are working together; on construction)","A group of people of mixed ages are working on construction.","entailment"
"(An asian woman in an apron; is fixing; some food; L:inside a market) ||| (An asian woman in a green shirt; is fixing; some food; L:inside a market)","Nobody is fixing","contradiction"
"(Square dancers; decked out; L:in white square-dance attire circle around; T:on a tiled patio with palm trees in the background) ||| (Square dancers; decked out; L:in white square-dance attire circle around; T:on a tiled patio with arches in the background) ||| (Square dancers; decked out; L:in green square-dance attire circle; around; L:on a tiled patio with palm trees in the background) ||| (Square dancers; decked out; L:in green square-dance attire circle; around; L:on a tiled patio with arches in the background)","They are in Texas.","neutral"
"(a rooftop; holding; a hammer) ||| (An elderly man; sits; on a rooftop)","an older person is outside","entailment"
"(a truck; eating; ) ||| (Two woman; are sitting; in the back of a truck)","Some women are enjoying a lunch date outside.","neutral"
"(A smiling dark - skinned young man; makes; a hand gesture of "" two - thumbs - up) ||| (A smiling dark - skinned young man; sits; on a stool at his outdoor workbench)","a man approves his woodworking project","neutral"
"(A car; splashes; through leaves on the forest floor) ||| (A car; splashes; through mud on the forest floor)","a car driving through mud headed to work","neutral"
"(woman; walk; hand; in hand; down a sidewalk near a street) ||| (a street; called; End) ||| (A man; walk; hand; in hand; down a sidewalk near a street)","The couple is married.","neutral"
"(An older man; is wearing; all playing on a drum) ||| (An older man; is wearing; all tan)","A young man plays the guitar.","contradiction"
"(Woman; wearing; black looking; L:at the camera) ||| (Woman; wearing; red looking; L:at the camera)","A woman wearing a swimsuit is lounging on a chair.","contradiction"
"(a cigarette; aiming; at a que ball on a pool table) ||| (A man; wearing; glasses)","The man is about to take a shot in a game of pool.","entailment"
"(a donkey; drawn; cart) ||| (Three young children; riding; on a donkey)","The children pet the donkey through a fence.","contradiction"
"(A man; is standing; by a ladder) ||| (A man; is remodeling; a room)","The man is outside, jumping on a trampoline.","contradiction"
"(A girl in a white bikini bottoms; jumps; into a lake) ||| (A girl in a white t - shirt bottoms; jumps; into a lake)","A girl was jumping in the lake for the first time.","neutral"
"(A woman; taking; drinking; from an upside down bottle) ||| (A woman; lying; in the grass)","A woman lying on a bench eating a hot dog.","contradiction"
"(A white race car zooms by on a gray track with a blue border , sharply in focus; compared; to a blurred crowd in the foreground) ||| (A red race car zooms by on a gray track with a blue border , sharply in focus; compared; to a blurred crowd in the foreground) ||| (A black race car; zooms sharply; L:on a gray track with a blue border)","a car goes quickly past a blurry audience","entailment"
"(a board; placed; over a hole in the sidewalk due to construction) ||| (Three people; are walking; L:on a board)","There is a animal in the hole","neutral"
"(an elderly lady; are waiting; L:at a bus stop) ||| (A large lady; are waiting; L:at a bus stop)","Two friends are at the bus stop.","neutral"
"(A group of people; are having; a picnic) ||| (people; sitting; in white plastic chairs)","The people are at a family reunion","neutral"
"(A puppy; is gnawing; on a plant branch; L:in an uncut grassy area with a barrel nearby) ||| (A puppy; is gnawing; on a plant branch in an uncut grassy area with wood)","A puppy is outside in the grass.","entailment"
"(a railing; overlooking; the ocean) ||| (An older couple shares a loving moment; leaning; over a railing)","Two people are standing next to railing.","entailment"
"(a woman; dressed; in a white blouse) ||| (a woman; dressed; in a pink blouse) ||| (a woman; dressed; in pink sandals) ||| (A heated cart of food; is being pulled; on a city street; by a woman)","A human is on a road.","entailment"
"(a woman; are inspecting; the front tire of a bicycle) ||| (Two men; are inspecting; the front tire of a bicycle)","There are a group of people near a bike.","entailment"
"(A man with a black shirt; is playing; the saxophone) ||| (A man with a mustache; is playing; the saxophone)","The man is murdering a woman.","contradiction"
"(small boy with blue eyes; wearing; a yellow bib) ||| (blue eyes; wearing; a orange bib) ||| (small boy with blue eyes; wearing; a red bib) ||| (blue eyes; wearing; a white bib)","The boy's eyes are sparkling.","neutral"
"(A man in black shorts; look; opposite ways near a stand) ||| (A woman in white jeans; look; opposite ways near a stand)","A rabbi performs a wedding.","contradiction"
"(five girls; hanging out; ) ||| (A guy; hanging out; )","man eats pancakes","contradiction"
"(A group of friends; to bluff; each other; into making a terrible mistake) ||| (friends; trying; to bluff each other into making a terrible mistake) ||| (friends; playing; cards)","A group of guys water skiing","contradiction"
"(he; head; towards the ground) ||| (A female gymnast; is doing; a flip as is captured in the photo with her feet in the sky)","The woman is sitting on her bed.","contradiction"
"(A cyclist in a black uniform , including a helmet; is performing; a trick; on his bike) ||| (A cyclist in a yellow uniform , including a helmet; is performing; a trick; on his bike) ||| (A cyclist in a red uniform , including a helmet; is performing; a trick; on his bike)","A man behaves safely.","neutral"
"(drinking glasses; litter; a dimly lit checkerboard) ||| (Ashtrays; litter; a dimly lit checkerboard)","Kids playing checkers.","contradiction"
"(A woman in shoes; is looking; at something) ||| (A woman in a pink shirt; is looking; at something)","The woman is blind","contradiction"
"(a poster advertisement; featuring; two women in lingerie) ||| (A Minneapolis police officer; stands; in front of a poster advertisement)","A man watching a poster in his uniform.","entailment"
"(a bus; staring; forward) ||| (The man with the beard; is sitting; in a bus)","A man waiting for his stop on the bus.","neutral"
"(A man; is making; some sand art in the shape of a person) ||| (A man in blue shorts; is; at the beach)","The man created many sand art pieces.","neutral"
"(A white spotted dog; jumps; over a stream) ||| (A black spotted dog; jumps; over a stream)","The dog jumps over a stream filled with fish.","neutral"
"(Three young girls; are sitting; on a white tiled floor) ||| (Three young girls; are sitting; on a green tiled floor)","The girls are standing on a hardwood floor.","contradiction"
"(a state park; filled; with other bikers) ||| (a state park; filled; with campers) ||| (Two bike riders; are riding; their road bikes; through a state park)","Bicyclists enjoying the crisp mountain air on a sunny August day","neutral"
"(A brown chihuahua; wearing; a purple harness) ||| (A brown chihuahua; wearing; a blue denim skirt)","A great animal wearing clothing","neutral"
"(Three young child; are interacting; with a computer) ||| (Three young child; are interacting; with a microscope) ||| (Three young child; are observing; )","The children have discovered HIV.","contradiction"
"(A football player in white; is talking; to a coach) ||| (A football player in red; is talking; to a coach)","The house has yellow paint.","contradiction"
"(a topless girl; are dancing; ) ||| (A grown man; are dancing; )","A man and a companion take to the dance floor.","entailment"
"(Two guys; having; fun singing a song) ||| (Two guys; having; fun playing)","Everyone who is here is currently being very quiet.","contradiction"
"(A man with black jeans; is nailing; something on the top step of a ladder) ||| (A man with black shirt; is nailing; something on the top step of a ladder)","A man is using a hammer.","entailment"
"(a brick wall; facing; one another) ||| (Two men; leaning; on a brick wall)","Two men are looking in opposite directions.","contradiction"
"(A group of people; are standing; in front of some buildings) ||| (people; wearing; blue shirts)","Many people are waiting in line outdoors.","neutral"
"(Several kids; play; L:in the sprinklers) ||| (Several kids; run; )","Some kids are swimming in a pool.","contradiction"
"(A young child; is writing; L:on a piece of paper with a pen) ||| (A young child; is sitting; at a table inside a restaurant)","The child is near a glass of juice.","neutral"
"(women with their heads; covered; with veils) ||| (A crowded marketplace; is filled; with people, including women with their heads)","People are shopping the holiday deals.","neutral"
"(A person in blue with the word "" FRANCE "" on her back; is shooting; arrow; to the left) ||| (A person in blue with the word "" FRANCE "" on her back; is shooting; a bow to the left)","A women draws pictures in her notebook.","contradiction"
"(A man in red tries; to stop; a man with a ball) ||| (A man in white tries; to stop; a man with a ball)","A monkey drinks a beer on a table.","contradiction"
"(A lady; holding; leaves) ||| (A lady; standing; in a crop of sorts)","A farmer is showing off her corn.","neutral"
"(a race; doing; the backstroke) ||| (a woman; competing; L:in a race) ||| (The picture; is; of a woman)","Someone is swimming in a pool.","neutral"
"(a convention; waving; American flags) ||| (A group of people; are; at a convention)","a group supports a cause","neutral"
"(People; are eating; L:in a cafeteria with a glass ceiling) ||| (People; are eating; L:in a cafeteria with a wood beam)","A group is gaining sustenance from a meal.","entailment"
"(A little boy with a headset; is wearing; a black shirt with a gray shorts) ||| (A little boy with a headset; is wearing; a black shirt with a number on it) ||| (A little boy with a blue goggles; is wearing; a black shirt with a gray shorts) ||| (A little boy with a blue goggles; is wearing; a black shirt with a number on it)","A little boy waits for soccer practice","neutral"
"(A woman in a red jacket; plays; guitar; L:near a speaker) ||| (A woman in a red jacket; plays; guitar; L:near a microphone)","The dog is playing guitar.","contradiction"
"(a roof; doing; construction work) ||| (One man; wearing; a hat; L:on top of a roof)","He is working for wages","neutral"
"(women; is laying; on the couch smiling) ||| (The man; is laying; on the couch smiling)","They man and woman are happy.","entailment"
"(old balding man in orange shirt; compete; L:in a race) ||| (Young boy; compete; L:in a race)","A boy and old balding man work on a puzzle together.","contradiction"
"(a man; playing; singing) ||| (a man; playing; the guitar)","A woman is snorkeling.","contradiction"
"(A group of adults; are walking; down the stairs; to a subway station) ||| (A group of adults; are walking; up)","people are building staircase at a subway station","contradiction"
"(Three dogs; play; L:in the snowy landscape) ||| (Three dogs; run; ) ||| (Three dogs; jump; )","Pets like to spend much time outdoor.","neutral"
"(A black dog; clutches; a pink purse in his runs) ||| (A black dog; clutches; a pink purse in his teeth)","The dog is walking slowly.","contradiction"
"(children; are playing; L:on a paved road) ||| (Women; are playing; L:on a paved road)","The people are playing on the road.","entailment"
"(A middle-age couple; preparing; to Hang Glide) ||| (A middle-age couple; are; in a beautiful open field with rolling hills; T:on a sunny day)","People are in an open area outside.","entailment"
"(man; are; next to each other blowing bubbles) ||| (A woman; are; next to each other blowing bubbles)","A couple is sitting by each other.","neutral"
"(A motorbike racing; sitting; on a green motorbike) ||| (A motorbike racing; sitting; on a blue motorbike) ||| (A motorbike racing; sitting; on a pink motorbike) ||| (A motorbike racing; sitting; on a white motorbike)","The bike is orange.","contradiction"
"(a white mule; dragging; a red cart) ||| (An old man; holds; the leash of a white mule)","The mule is asleep.","contradiction"
"(two boys; are walking; down a road with backpacks on their backs) ||| (Two girls; are walking; down a road with backpacks on their backs)","Four boys are walking home to get their backpacks for their camping trip.","contradiction"
"(a helmet; rides; a bicycle; L:across pavement) ||| (A cyclist in an orange coat; rides; a bicycle; L:across pavement)","The cyclist is not riding a bike.","contradiction"
"(A man in baseball cap; picking up; trash; L:in an empty lot) ||| (a black shirt; picking up; trash; L:in an empty lot)","Three politicians arguing.","contradiction"
"(Two girls; are hugging; L:in front of a hill) ||| (Two girls; are hugging; L:in front of a tree)","Two brothers fight near a tree.","contradiction"
"(A man in an orange apron; ostentatiously presenting; a plate of food) ||| (A man in an orange apron; standing; in a kitchen)","An amateur chef is displaying the dish he cooked.","neutral"
"(men; wearing; orange reflector vests) ||| (A group of men; are commemorating; an event) ||| (men; wearing; hard hats)","the men are asleep in the motel","contradiction"
"(a milk crate; embroidering; dresses for sale on the street) ||| (A woman; sits; on a milk crate)","A tailor is fitting a man for a suit.","contradiction"
"(a prisoner; being punished; for not having a permit) ||| (A man; dressed; as a prisoner)","The prisoner is mad.","neutral"
"(her band; are performing; L:on stage; L:in a club) ||| (A singer; are performing; L:on stage; L:in a club)","A group performs at a club","entailment"
"(women with their heads; covered; with veils) ||| (A crowded marketplace; is filled; with people, including women with their heads)","The market is in Bangladesh.","neutral"
"(A professionally dressed man; looking; at his cellphone) ||| (A professionally dressed man; is sitting; on the subway)","A businessman has a phone on a train.","neutral"
"(A young man; jumping; his skateboard; L:in a skate park with a beach in the background) ||| (A young man; jumping; his skateboard; L:in a skate park with the ocean)","a young man in a deli orders a sandwich","contradiction"
"(a heart; left; L:in the sky; by a sky writer) ||| (Beach goers; look; at a heart)","People are watching a movie.","contradiction"
"(woman; are dressed; in renaissance attire) ||| (A man; are dressed; in renaissance attire)","They are spies of Gotham.","contradiction"
"(A small boy; lifts; a blue ball) ||| (A small boy; lifts; a red ball)","The grown man is playing with an object.","contradiction"
"(A lady in black jeans; is jumping; rope; T:while others lean against a watch) ||| (A lady in black jeans; is jumping; rope; T:while others lean against a fence) ||| (A lady in a black sweatshirt; is jumping; rope; T:while others lean against a watch) ||| (A lady in a black sweatshirt; is jumping; rope; T:while others lean against a fence)","A young boy skips rope in an empty gymnasium.","contradiction"
"(A little boy; stands up; next to cries) ||| (A little boy; stands up; next to a window)","The boy is reading on the couch.","contradiction"
"(a man; looks; down; L:Next to two men in orange uniforms) ||| (a man in a gray sweatshirt; places; his arms; over a wall; L:Next to two men in orange uniforms)","There are uniformed people.","entailment"
"(Three young people; covering; the area; with a tarp) ||| (Three young people; planting; flowers)","Some men are playing video games inside.","contradiction"
"(Three guys; showing off; their muscles) ||| (Three guys; smiling; for camera)","The men are scrawny","contradiction"
"(purple shirt; sits; with a woman) ||| (blue shorts; sits; with a woman) ||| (a woman; wearing; pink hat; L:on a stone wall) ||| (a woman; wearing; a white shirt on a stone wall) ||| (a woman; wearing; green shorts; L:on a stone wall) ||| (A woman in a yellow hat; sits; with a woman)","There are two women are sitting on the wall.","entailment"
"(A guy; stop; advertisement) ||| (A guy; is restrained; by security in front of a Samsung bus)","the guy is at the club dancing","contradiction"
"(The woman in a white dress; is holding; a baby) ||| (a white dress; sitting; in chair)","The woman just gave birth.","neutral"
"(A group of woman; standing; at the top of some steps) ||| (men; standing; at the top of some steps)","The people are talking.","neutral"
"(a heart; made; of ice bricks) ||| (A couple; is kissing; L:in front of a heart)","A couple holding hands.","contradiction"
"(The man; is barefoot; on a court) ||| (The man; is wearing; a blue sweater)","A man is playing basketball","neutral"
"(candles; sitting; in a corner of a room with book shelves behind them) ||| (a table; filled; with candles) ||| (snacks; sitting; in a corner of a room with book shelves behind them) ||| (a table; filled; with snacks) ||| (Five people; playing; a board game; L:on a table)","A group of people are enjoying a board game together.","entailment"
"(woman; are facing; each other; L:on the sidewalk) ||| (A man; are facing; each other; L:on the sidewalk) ||| (both; wearing; coats)","A stranger asks a person for directions","neutral"
"(a neighborhood; holding; a food platter) ||| (A woman; standing; in smoke or steam underneath a beach umbrella in a neighborhood)","A woman stands in the shade.","entailment"
"(the zoo; watching; a seal) ||| (A woman; is; at the zoo)","The woman is looking at a seal.","entailment"
"(A skier; is; in midair) ||| (A skier; is going; off a jump on a slope)","The skier loves adrenaline.","neutral"
"(black boots; walks; through the rain with a yellow umbrella) ||| (A woman in a black coat; walks; through the rain with a yellow umbrella)","A woman is walking outside.","entailment"
"(Two girls with a short - haired woman; are smiling; ) ||| (Two girls with purple hair; are smiling; )","A vending machine is empty.","contradiction"
"(copilot; are flying; a plane) ||| (A pilot; are flying; a plane)","Two pilots are inspecting their plane","contradiction"
"(sunglasses; is sitting; behind a glass partition in the entryway of a building) ||| (A woman with short hair; is sitting; behind a glass partition in the entryway of a building)","A man in his 51st floor office.","contradiction"
"(Soccer; are surrounded; by a large stadium) ||| (Soccer teams; are standing; on a green pitch)","Teams meeting to take part in the World Cup","neutral"
"(a few onlookers watching; surrounded; by bikes) ||| (A person; is hanging up; pictures of women; with a few onlookers)","The women are pretty","neutral"
"(A dragster; is leaving; a huge trail of smoke behind him) ||| (A dragster; is taking off; )","A dragster is competing in a race.","neutral"
"(A group of adults; surrounded; by wilderness) ||| (A group of adults; talking; ) ||| (A group of adults; sit; in wood lawn chairs)","Several people sit on a couch watching TV.","contradiction"
"(Mariachi dancers; twirling; for a crowd) ||| (Mariachi dancers; dressed; in white dresses)","Dancers are taking a break before their next dance.","contradiction"
"(A man; taking; a picture of young boy) ||| (A man; taking; a picture of a woman)","A person is photographing a mother and son.","neutral"
"(fruit; being sold; L:in stands) ||| (A man with glasses; is walking; L:in a crowded market)","The man is buying a banana.","contradiction"
"(shoes; walking; ) ||| (top , red socks; walking; ) ||| (Lady in dark top; pring; skirt walking)","a bird was on rocks","entailment"
"(a guitarist; are pictured; L:in this concert photo) ||| (this concert photo; performing; one of their songs) ||| (A lead singer; are pictured; L:in this concert photo)","The lead singer has his eyes closed.","neutral"
"(a red hat; stands; on top of a mountain with clouds in the distance) ||| (a red hat; stands; on top of a mountain with more mountains in the distance) ||| (A person in a black jacket; stands; on top of a mountain with clouds in the distance) ||| (A person in a black jacket; stands; on top of a mountain with more mountains in the distance)","Someone stands atop a mountain range.","entailment"
"(a man; working; L:by side of a building) ||| (A man in red jacket; waking down; sidewalk next to a man)","The two men are near each other.","entailment"
"(3 children; holding; their arms) ||| (3 Children; holding up; T:while smiling with a Christmas Tree in the background)","The children are happy.","entailment"
"(A woman in a woman in a white shirt; are examining; some plants) ||| (A woman in a red shirt; are examining; some plants)","Two women are examining some plants.","entailment"
"(A crowd watch something; going on; ) ||| (A crowd of people; stand; )","People are sleeping inside.","contradiction"
"(a hispanic lady; sitting down; L:at a sewing) ||| (a hispanic lady; sitting down; L:at a table) ||| (We; see; the side-view of a hispanic lady)","A woman shops for dresses.","contradiction"
"(A man; reading; his newspaper) ||| (A man; is sitting; at the beach)","A male is enjoy his day off from work and getting a sun tan at the beach.","neutral"
"(The man with red sunglasses; is standing; in front of a car) ||| (The man with a gray jacket; is standing; in front of a car) ||| (The man with red sunglasses; is holding; cameras) ||| (The man with a gray jacket; is holding; cameras)","In front of a car,a man wearing a coat and red glasses is clicking pictures of it.","neutral"
"(A man in a brown hat; serves; pie) ||| (A man in a brown tie; serves; pie) ||| (A man in brown overalls; serves; pie) ||| (A man in a yellow shirt; serves; pie)","The man is dressed fancy.","entailment"
"(Workers in silver vests; stand; near railroad tracks) ||| (Workers in orange vests; stand; near railroad tracks) ||| (jackets; stand; near railroad tracks)","They are looking at the tracks","neutral"
"(younger boy; walk; by the opening of a tent in a rural area) ||| (An older man; walk; by the opening of a tent in a rural area)","The man and boy are at the circus.","neutral"
"(asian teenagers; sitting; in what looks like a waiting room with red chairs) ||| (a group of asian teenagers; show off; their electronic mini cameras) ||| (asian teenagers; sitting; in what looks like a waiting room with blue chairs)","A group of white teenagers are skateboarding","contradiction"
"(A man with Nike shoes; is sitting; on some sort of public transportation) ||| (A man with Nike shorts; is sitting; on some sort of public transportation) ||| (A man with Nike shirt; is sitting; on some sort of public transportation) ||| (A man with a Nike hat; is sitting; on some sort of public transportation)","The man wearing Nike is sitting on a bus.","neutral"
"(Pale woman; holding; umbrella over a man) ||| (Pale woman; holding; umbrella over her)","Two people are under an umbrella.","entailment"
"(a person; wearing; a white helmet) ||| (An inflatable rock climbing obstacle; is scaled; by a person)","The person is sitting in church.","contradiction"
"(an elaborate chalk; drawing; on a sidewalk) ||| (An artist; consults; the plan for her section of an elaborate chalk)","The girl will draw a large portion of the art.","neutral"
"(Two women; are talking happily; ) ||| (Two women; are having; drinks)","The women are sisters that haven't seen each other in 6 months, catching up over drinks at a bar.","neutral"
"(Grandmother; playing; with children) ||| (Mother; playing; with children)","A family has fun.","neutral"
"(A white kitchen corner; displaying; other items) ||| (A white kitchen corner; displaying; stove) ||| (A white kitchen corner; displaying; dishes) ||| (A white kitchen corner; displaying; garbage bin) ||| (A white kitchen corner; displaying; a microwave)","The microwave has been disassembled into an unrecognizable pile of parts.","contradiction"
"(the horse; is bucking; ) ||| (A person; is riding; a horse western style)","the man is riding bareback","neutral"
"(A guy with converse sneakers; is fixing; a bike) ||| (A guy with jean shorts; is fixing; a bike) ||| (A guy with glasses; is fixing; a bike)","A man is riding his bike up a hill.","contradiction"
"(Three children; reading; books) ||| (Three children; are sitting; around a table)","None of the kids are reading.","contradiction"
"(a white dog; are standing; on snow) ||| (A black dog; are standing; on snow)","The dogs are waiting for their owner.","neutral"
"(three children; are swimming; L:in a public pool with one child ready to dive) ||| (Three adults; are swimming; L:in a public pool with one child ready to dive)","A group of people are at the neighborhood pool party.","neutral"
"(men; wearing; caps) ||| (Two men; are singing; L:in front of a small group of men)","They were singing for a graduation.","neutral"
"(A man in sandals; is walking; past a small food stand) ||| (A man in a red robe; is walking; past a small food stand)","The man is barefoot.","contradiction"
"(A group of fans at a stadium; are wearing; cheering) ||| (A group of fans at a stadium; are wearing; red)","There are Husker sports fanatics that are wearing chrimson and screaming!","entailment"
"(A white race car zooms by on a gray track with a blue border , sharply in focus; compared; to a blurred crowd in the foreground) ||| (A red race car zooms by on a gray track with a blue border , sharply in focus; compared; to a blurred crowd in the foreground) ||| (A black race car; zooms sharply; L:on a gray track with a blue border)","a car nears a finish line","neutral"
"(Two roll performers on stage; playing; their guitars performing in front of a crowd) ||| (Two rock performers on stage; playing; their guitars performing in front of a crowd)","A country musician sings a classical piece for a group of people.","contradiction"
"(an Asian woman; are relaxing; L:in a butcher shop) ||| (A group of Asian men; are relaxing; L:in a butcher shop)","People relax in a shop.","entailment"
"(man; pose; at the hole of a golf course with other golfers in the background) ||| (A woman; pose; at the hole of a golf course with other golfers in the background)","The two people are married","neutral"
"(a cart; held up; by cables) ||| (A person in an orange safety vest; is; on a cart)","a man is on a cart","neutral"
"(Many women in black pants; posing; with their arms out) ||| (Many women in pink shirts; posing; with their arms out)","They are having their picture taken.","entailment"
"(A bald dark - skinned man in jeans; works; with another man next to a blue bucket) ||| (A bald dark - skinned man in a purple tank top; works; with another man next to a blue bucket)","Both men are in a hurry to get the job done.","neutral"
"(woman; sit; on a couch; L:in a thrift store) ||| (A man; sit; on a couch; L:in a thrift store)","A brother and sister recline in their parents store","neutral"
